28.66,77.235,8,"October 31st 2017, 17:49:03.000"
28.66,77.236,3,"October 31st 2017, 21:35:40.000"
28.516,77.226,0,"October 31st 2017, 20:37:39.000"
28.516,77.225,4,"October 31st 2017, 16:23:00.000"
28.516,77.226,5,"October 31st 2017, 16:39:55.000"
28.542,77.232,0,"October 31st 2017, 16:06:12.000"
28.616,77.24,0,"October 31st 2017, 08:11:28.000"
28.625,77.241,0,"October 31st 2017, 05:40:25.000"
28.64,77.255,0,"October 31st 2017, 01:20:24.000"
28.64,77.242,6,"October 31st 2017, 14:28:06.000"
28.64,77.243,5,"October 31st 2017, 21:44:40.000"
28.659,77.236,0,"October 31st 2017, 17:47:26.000"
28.659,77.236,2,"October 31st 2017, 14:46:46.000"
28.66,77.232,2,"October 31st 2017, 18:32:53.000"
28.66,77.236,10,"October 31st 2017, 04:12:48.000"
28.517,77.227,2,"October 31st 2017, 20:05:28.000"
28.608,77.24,0,"October 31st 2017, 11:09:47.000"
28.611,77.24,4,"October 31st 2017, 09:15:37.000"
28.613,77.24,0,"October 31st 2017, 19:14:31.000"
28.639,77.247,0,"October 31st 2017, 04:07:07.000"
28.639,77.248,9,"October 31st 2017, 11:29:05.000"
28.64,77.241,4,"October 31st 2017, 05:44:51.000"
28.64,77.241,11,"October 31st 2017, 06:38:25.000"
28.64,77.246,4,"October 31st 2017, 21:45:50.000"
28.64,77.246,3,"October 31st 2017, 11:28:40.000"
28.64,77.246,5,"October 31st 2017, 21:46:00.000"
28.64,77.246,4,"October 31st 2017, 11:28:45.000"
28.64,77.257,2,"October 31st 2017, 21:58:05.000"
28.64,77.257,3,"October 31st 2017, 03:26:49.000"
28.64,77.241,6,"October 31st 2017, 18:50:33.000"
28.64,77.242,3,"October 31st 2017, 21:44:30.000"
28.64,77.257,1.143,"October 31st 2017, 11:33:38.000"
28.64,77.242,4,"October 31st 2017, 21:44:25.000"
28.64,77.257,2,"October 31st 2017, 11:33:59.000"
28.64,77.257,2,"October 31st 2017, 21:51:15.000"
28.64,77.257,2,"October 31st 2017, 04:00:42.000"
28.649,77.24,3,"October 31st 2017, 15:18:45.000"
28.658,77.232,2,"October 31st 2017, 08:35:30.000"
28.658,77.232,1,"October 31st 2017, 05:53:16.000"
28.66,77.233,9,"October 31st 2017, 21:31:20.000"
28.66,77.234,5,"October 31st 2017, 21:34:30.000"
28.66,77.232,3,"October 31st 2017, 05:51:59.000"
28.66,77.232,11,"October 31st 2017, 04:13:38.000"
28.66,77.234,11,"October 31st 2017, 05:51:34.000"
28.66,77.234,9,"October 31st 2017, 17:49:13.000"
28.66,77.235,10,"October 31st 2017, 06:33:46.000"
28.66,77.235,7,"October 31st 2017, 18:34:58.000"
28.66,77.235,5,"October 31st 2017, 18:35:03.000"
28.516,77.227,3,"October 31st 2017, 16:40:35.000"
28.516,77.227,4,"October 31st 2017, 09:47:47.000"
28.516,77.224,3,"October 31st 2017, 10:27:12.000"
28.516,77.224,3,"October 31st 2017, 20:36:28.000"
28.516,77.227,0,"October 31st 2017, 16:40:57.000"
28.517,77.22,2,"October 31st 2017, 20:12:58.000"
28.517,77.221,3,"October 31st 2017, 04:47:47.000"
28.517,77.227,2,"October 31st 2017, 20:05:13.000"
28.523,77.229,6,"October 31st 2017, 20:42:08.000"
28.533,77.232,0,"October 31st 2017, 07:48:27.000"
28.54,77.232,2,"October 31st 2017, 10:48:47.000"
